0,4175000.0
1,0.0
2,0.0
3,1200000.0
4,400000.0
5,0.0
6,700000.0
7,5249999.0
8,0.0
9,0.0
10,250000.0
11,0.0
12,1000000.0
13,850000.0
14,0.0
15,1350000.0
16,0.0
17,500000.0
18,750000.0
19,900000.0
20,1250000.0
21,300000.0
22,1000000.0
23,0.0
24,0.0
25,0.0
26,1200000.0
27,0.0
28,800000.0
29,325000.0
30,600000.0
31,3000000.0
32,800000.0
33,425000.0
34,600000.0
35,1000000.0
36,70000.0
37,800000.0
38,0.0
39,750000.0
40,200000.0
41,350000.0
42,2500000.0
43,1300000.0
44,350000.0
45,0.0
46,0.0
47,2000000.0
48,0.0
49,509870.0
50,850000.0
51,0.0
52,0.0
53,0.0
54,600000.0
55,750000.0
56,0.0
57,0.0
58,1150000.0
59,1500000.0
60,0.0
61,0.0
62,0.0
63,700000.0
64,1700000.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,250000.0
71,0.0
72,400000.0
73,1000000.0
74,0.0
75,3100000.0
76,700000.0
77,800000.0
78,8000000.0
79,7000000.0
80,1000000.0
81,0.0
82,0.0
83,200000.0
84,0.0
85,0.0
86,0.0
87,900000.0
88,1100000.0
89,0.0
90,2600000.0
91,0.0
92,600000.0
93,0.0
94,0.0
95,0.0
96,325000.0
97,1100000.0
98,400000.0
99,0.0
100,750000.0
101,0.0
102,1000000.0
103,0.0
104,300000.0
105,400000.0
106,0.0
107,0.0
108,0.0
109,0.0
110,100000.0
111,1750000.0
112,700000.0
113,0.0
114,0.0
115,2000000.0
116,650000.0
117,600000.0
118,200000.0
119,0.0
120,1500000.0
121,5600000.0
122,500000.0
123,100000.0
124,700000.0
125,600000.0
126,0.0
127,0.0
128,300000.0
129,97343619.0
130,788750.0
131,0.0
132,0.0
133,850000.0
134,0.0
135,325000.0
136,0.0
137,0.0
138,3000000.0
139,450000.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
